[2024-06-22 17:07:25,785][utils.model][INFO] - LeNet model built
[2024-06-22 17:07:26,268][utils.model][INFO] - LeNet model built
[2024-06-22 17:07:26,269][utils.model][INFO] - Size of serialized model: 279.0341796875 kbytes
[2024-06-22 17:07:26,293][flwr][INFO] - Opened insecure gRPC connection (no certificates were passed)
[2024-06-22 17:07:26,298][flwr][DEBUG] - ChannelConnectivity.IDLE
[2024-06-22 17:07:26,300][flwr][DEBUG] - ChannelConnectivity.CONNECTING
[2024-06-22 17:07:26,306][flwr][DEBUG] - ChannelConnectivity.READY
[2024-06-22 17:07:26,616][utils.model][INFO] - LeNet model built
[2024-06-22 17:07:26,815][utils.model][INFO] - Size of serialized model: 279.0341796875 kbytes
[2024-06-22 17:07:26,833][flwr][INFO] - Opened insecure gRPC connection (no certificates were passed)
[2024-06-22 17:07:26,836][flwr][DEBUG] - ChannelConnectivity.IDLE
[2024-06-22 17:07:26,840][flwr][DEBUG] - ChannelConnectivity.READY
[2024-06-22 17:07:27,096][utils.model][INFO] - Size of serialized model: 279.0341796875 kbytes
[2024-06-22 17:07:27,120][flwr][INFO] - Opened insecure gRPC connection (no certificates were passed)
[2024-06-22 17:07:27,123][flwr][DEBUG] - ChannelConnectivity.IDLE
[2024-06-22 17:07:27,125][flwr][DEBUG] - ChannelConnectivity.CONNECTING
[2024-06-22 17:07:27,126][flwr][DEBUG] - ChannelConnectivity.READY
[2024-06-22 17:07:34,644][utils.model][INFO] - ========================== Epoch Start ==========================
[2024-06-22 17:07:34,648][utils.model][INFO] - ========================== Epoch Start ==========================
[2024-06-22 17:07:34,661][utils.model][INFO] - ========================== Epoch Start ==========================
[2024-06-22 17:07:35,238][utils.model][INFO] - (In epoch/Overall): (1/1)| inst_loss: 0.5881 - Mean loss: 2.2987 - acc: 0.1875 - norm: 0.20 - 2.30s
[2024-06-22 17:07:35,238][utils.model][INFO] - (In epoch/Overall): (1/1)| inst_loss: 0.5749 - Mean loss: 2.3473 - acc: 0.0938 - norm: 0.23 - 2.35s
[2024-06-22 17:07:35,239][utils.model][INFO] - (In epoch/Overall): (1/1)| inst_loss: 0.5931 - Mean loss: 2.3602 - acc: 0.0625 - norm: 0.22 - 2.36s
[2024-06-22 17:07:35,958][utils.model][INFO] - (In epoch/Overall): (11/11)| inst_loss: 1.3117 - Mean loss: 2.1579 - acc: 0.2528 - norm: 2.01 - 1.96s
[2024-06-22 17:07:35,958][utils.model][INFO] - (In epoch/Overall): (11/11)| inst_loss: 1.3073 - Mean loss: 2.1830 - acc: 0.2273 - norm: 1.71 - 2.00s
[2024-06-22 17:07:35,959][utils.model][INFO] - (In epoch/Overall): (11/11)| inst_loss: 1.2943 - Mean loss: 2.1923 - acc: 0.2330 - norm: 1.87 - 1.97s
[2024-06-22 17:07:36,743][utils.model][INFO] - (In epoch/Overall): (21/21)| inst_loss: 2.0927 - Mean loss: 1.9627 - acc: 0.3690 - norm: 3.98 - 1.53s
[2024-06-22 17:07:36,744][utils.model][INFO] - (In epoch/Overall): (21/21)| inst_loss: 2.0975 - Mean loss: 1.9200 - acc: 0.3705 - norm: 4.08 - 1.41s
[2024-06-22 17:07:36,744][utils.model][INFO] - (In epoch/Overall): (21/21)| inst_loss: 2.0797 - Mean loss: 1.9570 - acc: 0.3631 - norm: 4.23 - 1.46s
[2024-06-22 17:07:37,187][utils.model][INFO] - Epoch Results:
[2024-06-22 17:07:37,189][utils.model][INFO] - Epoch Results:
[2024-06-22 17:07:37,189][utils.model][INFO] - Epoch Results:
[2024-06-22 17:07:37,193][utils.model][INFO] - (In epoch/Overall): (26/26)| inst_loss: 1.3975 - Mean loss: 1.8010 - acc: 0.4111 - norm: 5.11 - 2.55s
[2024-06-22 17:07:37,194][utils.model][INFO] - (In epoch/Overall): (26/26)| inst_loss: 1.1901 - Mean loss: 1.8212 - acc: 0.4159 - norm: 5.32 - 2.53s
[2024-06-22 17:07:37,195][utils.model][INFO] - (In epoch/Overall): (26/26)| inst_loss: 1.1543 - Mean loss: 1.8221 - acc: 0.4231 - norm: 5.09 - 2.54s
[2024-06-22 17:07:39,057][utils.model][INFO] - Evaluation Results - Val Loss: 1.2030, Val Accuracy: 0.6633 in 19 steps
[2024-06-22 17:07:39,066][utils.model][INFO] - Evaluation Results - Val Loss: 1.2409, Val Accuracy: 0.6492 in 19 steps
[2024-06-22 17:07:39,082][utils.model][INFO] - Evaluation Results - Val Loss: 1.2462, Val Accuracy: 0.6542 in 19 steps
[2024-06-22 17:07:45,710][utils.model][INFO] - ========================== Epoch Start ==========================
[2024-06-22 17:07:45,714][utils.model][INFO] - ========================== Epoch Start ==========================
[2024-06-22 17:07:45,847][utils.model][INFO] - (In epoch/Overall): (1/27)| inst_loss: 0.1305 - Mean loss: 1.2233 - acc: 0.6562 - norm: 0.09 - 1.22s
[2024-06-22 17:07:45,848][utils.model][INFO] - (In epoch/Overall): (1/27)| inst_loss: 0.1350 - Mean loss: 1.2962 - acc: 0.6562 - norm: 0.09 - 1.30s
[2024-06-22 17:07:46,551][utils.model][INFO] - (In epoch/Overall): (11/37)| inst_loss: 0.8396 - Mean loss: 1.2287 - acc: 0.6051 - norm: 0.52 - 0.87s
[2024-06-22 17:07:46,553][utils.model][INFO] - (In epoch/Overall): (11/37)| inst_loss: 0.8358 - Mean loss: 1.1508 - acc: 0.6364 - norm: 0.61 - 1.10s
[2024-06-22 17:07:47,302][utils.model][INFO] - (In epoch/Overall): (21/47)| inst_loss: 1.5856 - Mean loss: 1.0816 - acc: 0.6369 - norm: 1.27 - 1.23s
[2024-06-22 17:07:47,302][utils.model][INFO] - (In epoch/Overall): (21/47)| inst_loss: 1.5896 - Mean loss: 1.0533 - acc: 0.6458 - norm: 1.12 - 0.78s
[2024-06-22 17:07:47,978][utils.model][INFO] - (In epoch/Overall): (31/57)| inst_loss: 2.2652 - Mean loss: 0.9370 - acc: 0.6794 - norm: 1.85 - 0.53s
