[2024-06-22 14:42:30,698][utils.model][INFO] - LeNet model built
[2024-06-22 14:42:31,255][utils.model][INFO] - Size of serialized model: 279.0341796875 kbytes
[2024-06-22 14:42:31,280][flwr][INFO] - Opened insecure gRPC connection (no certificates were passed)
[2024-06-22 14:42:31,283][flwr][DEBUG] - ChannelConnectivity.IDLE
[2024-06-22 14:42:31,300][flwr][DEBUG] - ChannelConnectivity.CONNECTING
[2024-06-22 14:42:31,305][flwr][DEBUG] - ChannelConnectivity.READY
[2024-06-22 14:42:31,536][utils.model][INFO] - LeNet model built
[2024-06-22 14:42:32,219][utils.model][INFO] - Size of serialized model: 279.0341796875 kbytes
[2024-06-22 14:42:32,250][flwr][INFO] - Opened insecure gRPC connection (no certificates were passed)
[2024-06-22 14:42:32,256][flwr][DEBUG] - ChannelConnectivity.IDLE
[2024-06-22 14:42:32,257][flwr][DEBUG] - ChannelConnectivity.CONNECTING
[2024-06-22 14:42:32,260][flwr][DEBUG] - ChannelConnectivity.READY
[2024-06-22 14:42:38,648][utils.model][INFO] - ========================== Epoch Start ==========================
[2024-06-22 14:42:38,649][utils.model][INFO] - ========================== Epoch Start ==========================
[2024-06-22 14:42:39,089][utils.model][INFO] - (In epoch/Overall): (1/1)| inst_loss: 0.4389 - Mean loss: 2.3456 - acc: 0.1250 - norm: 0.26 - 2.35s
[2024-06-22 14:42:39,090][utils.model][INFO] - (In epoch/Overall): (1/1)| inst_loss: 0.4386 - Mean loss: 2.3486 - acc: 0.1562 - norm: 0.23 - 2.35s
[2024-06-22 14:42:39,763][utils.model][INFO] - (In epoch/Overall): (11/11)| inst_loss: 1.1132 - Mean loss: 2.1877 - acc: 0.2330 - norm: 1.72 - 2.07s
[2024-06-22 14:42:39,764][utils.model][INFO] - (In epoch/Overall): (11/11)| inst_loss: 1.1130 - Mean loss: 2.1441 - acc: 0.3239 - norm: 2.12 - 1.90s
[2024-06-22 14:42:40,446][utils.model][INFO] - (In epoch/Overall): (21/21)| inst_loss: 1.7950 - Mean loss: 1.8554 - acc: 0.4464 - norm: 4.49 - 1.11s
[2024-06-22 14:42:40,446][utils.model][INFO] - (In epoch/Overall): (21/21)| inst_loss: 1.7957 - Mean loss: 1.9311 - acc: 0.3423 - norm: 4.02 - 1.38s
