[2024-06-19 20:04:51,826][utils.model][INFO] - LeNet model built
[2024-06-19 20:04:52,148][utils.model][INFO] - Size of serialized model: 279.0341796875 kbytes
[2024-06-19 20:04:52,156][flwr][INFO] - Opened insecure gRPC connection (no certificates were passed)
[2024-06-19 20:04:52,160][flwr][DEBUG] - ChannelConnectivity.IDLE
[2024-06-19 20:04:52,162][flwr][DEBUG] - ChannelConnectivity.READY
[2024-06-19 20:04:52,282][utils.model][INFO] - LeNet model built
[2024-06-19 20:04:52,577][utils.model][INFO] - Size of serialized model: 279.0341796875 kbytes
[2024-06-19 20:04:52,587][flwr][INFO] - Opened insecure gRPC connection (no certificates were passed)
[2024-06-19 20:04:52,590][flwr][DEBUG] - ChannelConnectivity.IDLE
[2024-06-19 20:04:52,594][flwr][DEBUG] - ChannelConnectivity.CONNECTING
[2024-06-19 20:04:52,596][flwr][DEBUG] - ChannelConnectivity.READY
[2024-06-19 20:04:57,762][utils.model][INFO] - ========================== Epoch Start ==========================
[2024-06-19 20:04:57,763][utils.model][INFO] - ========================== Epoch Start ==========================
[2024-06-19 20:04:58,534][utils.model][INFO] - (In epoch/Overall): (1/1)| inst_loss: 0.7689 - Mean loss: 2.4087 - acc: 0.0000 - norm: 0.24 - 2.41s
[2024-06-19 20:04:58,536][utils.model][INFO] - (In epoch/Overall): (1/1)| inst_loss: 0.7706 - Mean loss: 2.3617 - acc: 0.0625 - norm: 0.22 - 2.36s
[2024-06-19 20:04:59,320][utils.model][INFO] - (In epoch/Overall): (11/11)| inst_loss: 1.5546 - Mean loss: 2.1561 - acc: 0.2216 - norm: 1.85 - 1.89s
[2024-06-19 20:04:59,321][utils.model][INFO] - (In epoch/Overall): (11/11)| inst_loss: 1.5545 - Mean loss: 2.1473 - acc: 0.2642 - norm: 2.04 - 2.06s
[2024-06-19 20:04:59,969][utils.model][INFO] - (In epoch/Overall): (21/21)| inst_loss: 2.2050 - Mean loss: 1.8988 - acc: 0.3869 - norm: 4.69 - 1.46s
[2024-06-19 20:04:59,969][utils.model][INFO] - (In epoch/Overall): (21/21)| inst_loss: 2.2056 - Mean loss: 1.9149 - acc: 0.3750 - norm: 4.24 - 1.50s
[2024-06-19 20:05:00,149][utils.model][INFO] - Epoch Results:
[2024-06-19 20:05:00,149][utils.model][INFO] - Epoch Results:
[2024-06-19 20:05:00,152][utils.model][INFO] - (In epoch/Overall): (24/24)| inst_loss: 1.1058 - Mean loss: 1.8441 - acc: 0.4089 - norm: 4.96 - 2.39s
[2024-06-19 20:05:00,152][utils.model][INFO] - (In epoch/Overall): (24/24)| inst_loss: 1.3732 - Mean loss: 1.8318 - acc: 0.4206 - norm: 5.38 - 2.39s
[2024-06-19 20:05:01,792][utils.model][INFO] - Evaluation Results - Val Loss: 1.2118, Val Accuracy: 0.7135 in 32 steps
[2024-06-19 20:05:01,793][utils.model][INFO] - Evaluation Results - Val Loss: 1.2178, Val Accuracy: 0.7175 in 32 steps
[2024-06-19 20:05:06,522][utils.model][INFO] - ========================== Epoch Start ==========================
[2024-06-19 20:05:06,526][utils.model][INFO] - ========================== Epoch Start ==========================
[2024-06-19 20:05:06,648][utils.model][INFO] - (In epoch/Overall): (1/25)| inst_loss: 0.1203 - Mean loss: 1.3570 - acc: 0.7188 - norm: 0.09 - 1.36s
[2024-06-19 20:05:06,649][utils.model][INFO] - (In epoch/Overall): (1/25)| inst_loss: 0.1244 - Mean loss: 1.2808 - acc: 0.5938 - norm: 0.10 - 1.28s
[2024-06-19 20:05:07,316][utils.model][INFO] - (In epoch/Overall): (11/35)| inst_loss: 0.7885 - Mean loss: 1.0437 - acc: 0.7159 - norm: 0.63 - 0.91s
[2024-06-19 20:05:07,316][utils.model][INFO] - (In epoch/Overall): (11/35)| inst_loss: 0.7923 - Mean loss: 1.0182 - acc: 0.6818 - norm: 0.70 - 0.62s
[2024-06-19 20:05:07,902][utils.model][INFO] - (In epoch/Overall): (21/45)| inst_loss: 1.3737 - Mean loss: 0.9176 - acc: 0.7247 - norm: 1.35 - 0.81s
[2024-06-19 20:05:07,902][utils.model][INFO] - (In epoch/Overall): (21/45)| inst_loss: 1.3777 - Mean loss: 0.9131 - acc: 0.7143 - norm: 1.43 - 0.56s
[2024-06-19 20:05:08,394][utils.model][INFO] - (In epoch/Overall): (31/55)| inst_loss: 1.8665 - Mean loss: 0.8240 - acc: 0.7470 - norm: 2.14 - 0.62s
[2024-06-19 20:05:08,394][utils.model][INFO] - (In epoch/Overall): (31/55)| inst_loss: 1.8703 - Mean loss: 0.7977 - acc: 0.7540 - norm: 2.21 - 0.46s
[2024-06-19 20:05:08,878][utils.model][INFO] - (In epoch/Overall): (41/65)| inst_loss: 2.3531 - Mean loss: 0.7419 - acc: 0.7706 - norm: 2.89 - 0.51s
[2024-06-19 20:05:08,879][utils.model][INFO] - (In epoch/Overall): (41/65)| inst_loss: 2.3497 - Mean loss: 0.7344 - acc: 0.7729 - norm: 2.85 - 0.39s
[2024-06-19 20:05:09,425][utils.model][INFO] - (In epoch/Overall): (51/75)| inst_loss: 2.8966 - Mean loss: 0.6789 - acc: 0.7917 - norm: 3.58 - 0.40s
[2024-06-19 20:05:09,426][utils.model][INFO] - (In epoch/Overall): (51/75)| inst_loss: 2.9007 - Mean loss: 0.6846 - acc: 0.7868 - norm: 3.64 - 0.38s
[2024-06-19 20:05:09,954][utils.model][INFO] - (In epoch/Overall): (61/85)| inst_loss: 3.4264 - Mean loss: 0.6399 - acc: 0.8023 - norm: 4.28 - 0.46s
[2024-06-19 20:05:09,954][utils.model][INFO] - (In epoch/Overall): (61/85)| inst_loss: 3.4305 - Mean loss: 0.6488 - acc: 0.7951 - norm: 4.38 - 0.33s
[2024-06-19 20:05:10,396][utils.model][INFO] - Epoch Results:
[2024-06-19 20:05:10,396][utils.model][INFO] - Epoch Results:
[2024-06-19 20:05:10,399][utils.model][INFO] - (In epoch/Overall): (70/94)| inst_loss: 0.2491 - Mean loss: 0.6170 - acc: 0.8045 - norm: 5.05 - 3.88s
[2024-06-19 20:05:10,399][utils.model][INFO] - (In epoch/Overall): (70/94)| inst_loss: 0.3748 - Mean loss: 0.6189 - acc: 0.8076 - norm: 4.86 - 3.87s
[2024-06-19 20:05:12,011][utils.model][INFO] - Evaluation Results - Val Loss: 0.3633, Val Accuracy: 0.8950 in 32 steps
[2024-06-19 20:05:12,017][utils.model][INFO] - Evaluation Results - Val Loss: 0.3516, Val Accuracy: 0.9035 in 32 steps
[2024-06-19 20:05:16,574][utils.model][INFO] - ========================== Epoch Start ==========================
[2024-06-19 20:05:16,576][utils.model][INFO] - ========================== Epoch Start ==========================
[2024-06-19 20:05:16,748][utils.model][INFO] - (In epoch/Overall): (1/95)| inst_loss: 0.1725 - Mean loss: 0.1569 - acc: 0.9688 - norm: 0.01 - 0.16s
[2024-06-19 20:05:16,748][utils.model][INFO] - (In epoch/Overall): (1/95)| inst_loss: 0.1702 - Mean loss: 0.2218 - acc: 0.9375 - norm: 0.03 - 0.22s
[2024-06-19 20:05:17,326][utils.model][INFO] - (In epoch/Overall): (11/105)| inst_loss: 0.7486 - Mean loss: 0.3836 - acc: 0.8722 - norm: 0.22 - 0.30s
[2024-06-19 20:05:17,326][utils.model][INFO] - (In epoch/Overall): (11/105)| inst_loss: 0.7466 - Mean loss: 0.3482 - acc: 0.8892 - norm: 0.19 - 0.42s
[2024-06-19 20:05:17,986][utils.model][INFO] - (In epoch/Overall): (21/115)| inst_loss: 1.4082 - Mean loss: 0.3278 - acc: 0.9077 - norm: 0.41 - 0.39s
[2024-06-19 20:05:17,986][utils.model][INFO] - (In epoch/Overall): (21/115)| inst_loss: 1.4107 - Mean loss: 0.3545 - acc: 0.8795 - norm: 0.47 - 0.36s
[2024-06-19 20:05:18,517][utils.model][INFO] - (In epoch/Overall): (31/125)| inst_loss: 1.9412 - Mean loss: 0.3630 - acc: 0.8831 - norm: 0.74 - 0.29s
[2024-06-19 20:05:18,518][utils.model][INFO] - (In epoch/Overall): (31/125)| inst_loss: 1.9390 - Mean loss: 0.3415 - acc: 0.9002 - norm: 0.57 - 0.47s
[2024-06-19 20:05:19,053][utils.model][INFO] - (In epoch/Overall): (41/135)| inst_loss: 2.4777 - Mean loss: 0.3724 - acc: 0.8864 - norm: 1.04 - 0.28s
[2024-06-19 20:05:19,054][utils.model][INFO] - (In epoch/Overall): (41/135)| inst_loss: 2.4757 - Mean loss: 0.3276 - acc: 0.9062 - norm: 0.84 - 0.10s
[2024-06-19 20:05:19,575][utils.model][INFO] - (In epoch/Overall): (51/145)| inst_loss: 2.9974 - Mean loss: 0.3229 - acc: 0.9075 - norm: 1.11 - 0.22s
[2024-06-19 20:05:19,576][utils.model][INFO] - (In epoch/Overall): (51/145)| inst_loss: 3.0005 - Mean loss: 0.3526 - acc: 0.8958 - norm: 1.33 - 0.68s
[2024-06-19 20:05:20,060][utils.model][INFO] - (In epoch/Overall): (61/155)| inst_loss: 3.4810 - Mean loss: 0.3160 - acc: 0.9124 - norm: 1.56 - 0.55s
[2024-06-19 20:05:20,060][utils.model][INFO] - (In epoch/Overall): (61/155)| inst_loss: 3.4837 - Mean loss: 0.3290 - acc: 0.9032 - norm: 1.72 - 0.35s
[2024-06-19 20:05:20,539][utils.model][INFO] - (In epoch/Overall): (71/165)| inst_loss: 3.9613 - Mean loss: 0.3141 - acc: 0.9098 - norm: 2.00 - 0.33s
[2024-06-19 20:05:20,540][utils.model][INFO] - (In epoch/Overall): (71/165)| inst_loss: 3.9637 - Mean loss: 0.3265 - acc: 0.9040 - norm: 2.18 - 0.08s
[2024-06-19 20:05:21,083][utils.model][INFO] - (In epoch/Overall): (81/175)| inst_loss: 4.5055 - Mean loss: 0.3105 - acc: 0.9086 - norm: 2.35 - 0.25s
[2024-06-19 20:05:21,083][utils.model][INFO] - (In epoch/Overall): (81/175)| inst_loss: 4.5078 - Mean loss: 0.3142 - acc: 0.9070 - norm: 2.58 - 0.22s
