[2024-06-19 03:13:19,749][utils.model][INFO] - LeNet model built
[2024-06-19 03:13:20,004][utils.model][INFO] - Size of serialized model: 279.0341796875 kbytes
[2024-06-19 03:13:20,017][flwr][INFO] - Opened insecure gRPC connection (no certificates were passed)
[2024-06-19 03:13:20,020][flwr][DEBUG] - ChannelConnectivity.IDLE
[2024-06-19 03:13:20,022][flwr][DEBUG] - ChannelConnectivity.READY
[2024-06-19 03:13:25,655][utils.model][INFO] - ========================== Epoch Start ==========================
[2024-06-19 03:13:26,094][utils.model][INFO] - (In epoch/Overall): (1/1)| inst_loss: 0.4368 - Mean loss: 2.3434 - acc: 0.0312 - norm: 0.18 - 2.34s
[2024-06-19 03:13:26,630][utils.model][INFO] - (In epoch/Overall): (11/11)| inst_loss: 0.9738 - Mean loss: 2.1868 - acc: 0.1989 - norm: 1.54 - 2.07s
[2024-06-19 03:13:27,128][utils.model][INFO] - (In epoch/Overall): (21/21)| inst_loss: 1.4709 - Mean loss: 1.9891 - acc: 0.3214 - norm: 3.79 - 1.65s
[2024-06-19 03:13:27,338][utils.model][INFO] - Epoch Results:
[2024-06-19 03:13:27,341][utils.model][INFO] - (In epoch/Overall): (25/25)| inst_loss: 1.3217 - Mean loss: 1.9113 - acc: 0.3663 - norm: 4.73 - 1.68s
[2024-06-19 03:13:28,882][utils.model][INFO] - Evaluation Results - Val Loss: 1.2455, Val Accuracy: 0.7400 in 32 steps
[2024-06-19 03:13:33,254][utils.model][INFO] - ========================== Epoch Start ==========================
[2024-06-19 03:13:33,350][utils.model][INFO] - (In epoch/Overall): (1/26)| inst_loss: 0.0949 - Mean loss: 1.2485 - acc: 0.6875 - norm: 0.08 - 1.25s
[2024-06-19 03:13:33,812][utils.model][INFO] - (In epoch/Overall): (11/36)| inst_loss: 0.5562 - Mean loss: 1.1678 - acc: 0.6761 - norm: 0.69 - 1.26s
[2024-06-19 03:13:34,265][utils.model][INFO] - (In epoch/Overall): (21/46)| inst_loss: 1.0101 - Mean loss: 1.0570 - acc: 0.6920 - norm: 1.47 - 0.72s
[2024-06-19 03:13:34,735][utils.model][INFO] - (In epoch/Overall): (31/56)| inst_loss: 1.4791 - Mean loss: 0.9277 - acc: 0.7268 - norm: 2.21 - 0.68s
[2024-06-19 03:13:35,235][utils.model][INFO] - (In epoch/Overall): (41/66)| inst_loss: 1.9797 - Mean loss: 0.8581 - acc: 0.7378 - norm: 2.97 - 0.57s
[2024-06-19 03:13:35,722][utils.model][INFO] - (In epoch/Overall): (51/76)| inst_loss: 2.4670 - Mean loss: 0.7931 - acc: 0.7561 - norm: 3.63 - 0.68s
[2024-06-19 03:13:36,185][utils.model][INFO] - (In epoch/Overall): (61/86)| inst_loss: 2.9285 - Mean loss: 0.7513 - acc: 0.7695 - norm: 4.31 - 0.33s
[2024-06-19 03:13:36,598][utils.model][INFO] - Epoch Results:
[2024-06-19 03:13:36,601][utils.model][INFO] - (In epoch/Overall): (70/95)| inst_loss: 0.3421 - Mean loss: 0.7104 - acc: 0.7795 - norm: 4.90 - 3.35s
[2024-06-19 03:13:38,117][utils.model][INFO] - Evaluation Results - Val Loss: 0.3843, Val Accuracy: 0.8820 in 32 steps
[2024-06-19 03:13:42,307][utils.model][INFO] - ========================== Epoch Start ==========================
[2024-06-19 03:13:42,414][utils.model][INFO] - (In epoch/Overall): (1/96)| inst_loss: 0.1060 - Mean loss: 0.5870 - acc: 0.9062 - norm: 0.05 - 0.59s
[2024-06-19 03:13:42,929][utils.model][INFO] - (In epoch/Overall): (11/106)| inst_loss: 0.6205 - Mean loss: 0.3995 - acc: 0.8693 - norm: 0.28 - 0.54s
[2024-06-19 03:13:43,398][utils.model][INFO] - (In epoch/Overall): (21/116)| inst_loss: 1.0896 - Mean loss: 0.4012 - acc: 0.8765 - norm: 0.43 - 0.50s
[2024-06-19 03:13:43,852][utils.model][INFO] - (In epoch/Overall): (31/126)| inst_loss: 1.5441 - Mean loss: 0.3936 - acc: 0.8770 - norm: 0.64 - 0.63s
