[2024-06-20 20:37:19,964][utils.model][INFO] - LeNet model built
[2024-06-20 20:37:20,308][utils.model][INFO] - Size of serialized model: 279.0341796875 kbytes
[2024-06-20 20:37:20,322][flwr][INFO] - Opened insecure gRPC connection (no certificates were passed)
[2024-06-20 20:37:20,325][flwr][DEBUG] - ChannelConnectivity.IDLE
[2024-06-20 20:37:20,327][flwr][DEBUG] - ChannelConnectivity.CONNECTING
[2024-06-20 20:37:20,330][flwr][DEBUG] - ChannelConnectivity.READY
[2024-06-20 20:37:26,678][utils.model][INFO] - ========================== Epoch Start ==========================
[2024-06-20 20:37:27,242][utils.model][INFO] - (In epoch/Overall): (1/1)| inst_loss: 0.5631 - Mean loss: 2.3032 - acc: 0.2188 - norm: 0.18 - 2.30s
[2024-06-20 20:37:27,746][utils.model][INFO] - (In epoch/Overall): (11/11)| inst_loss: 1.0663 - Mean loss: 2.2295 - acc: 0.2528 - norm: 1.64 - 2.07s
[2024-06-20 20:37:28,240][utils.model][INFO] - (In epoch/Overall): (21/21)| inst_loss: 1.5605 - Mean loss: 1.9741 - acc: 0.3899 - norm: 4.80 - 1.51s
[2024-06-20 20:37:28,343][utils.model][INFO] - Epoch Results:
[2024-06-20 20:37:28,346][utils.model][INFO] - (In epoch/Overall): (23/23)| inst_loss: 1.3532 - Mean loss: 1.9249 - acc: 0.4076 - norm: 5.26 - 1.67s
[2024-06-20 20:37:29,911][utils.model][INFO] - Evaluation Results - Val Loss: 1.3012, Val Accuracy: 0.6970 in 32 steps
[2024-06-20 20:37:33,643][utils.model][INFO] - ========================== Epoch Start ==========================
[2024-06-20 20:37:33,755][utils.model][INFO] - (In epoch/Overall): (1/24)| inst_loss: 0.1103 - Mean loss: 1.1526 - acc: 0.7812 - norm: 0.05 - 1.15s
[2024-06-20 20:37:34,299][utils.model][INFO] - (In epoch/Overall): (11/34)| inst_loss: 0.6539 - Mean loss: 1.1682 - acc: 0.6420 - norm: 0.64 - 1.30s
[2024-06-20 20:37:34,748][utils.model][INFO] - (In epoch/Overall): (21/44)| inst_loss: 1.1029 - Mean loss: 1.0008 - acc: 0.7009 - norm: 1.33 - 0.71s
[2024-06-20 20:37:35,216][utils.model][INFO] - (In epoch/Overall): (31/54)| inst_loss: 1.5717 - Mean loss: 0.9191 - acc: 0.7147 - norm: 2.04 - 0.76s
[2024-06-20 20:37:35,690][utils.model][INFO] - (In epoch/Overall): (41/64)| inst_loss: 2.0452 - Mean loss: 0.8369 - acc: 0.7424 - norm: 2.68 - 0.42s
[2024-06-20 20:37:36,183][utils.model][INFO] - (In epoch/Overall): (51/74)| inst_loss: 2.5384 - Mean loss: 0.7931 - acc: 0.7525 - norm: 3.35 - 0.60s
[2024-06-20 20:37:36,709][utils.model][INFO] - (In epoch/Overall): (61/84)| inst_loss: 3.0635 - Mean loss: 0.7328 - acc: 0.7710 - norm: 4.15 - 0.48s
[2024-06-20 20:37:37,182][utils.model][INFO] - (In epoch/Overall): (71/94)| inst_loss: 3.5370 - Mean loss: 0.6805 - acc: 0.7865 - norm: 4.86 - 0.30s
[2024-06-20 20:37:37,409][utils.model][INFO] - Epoch Results:
[2024-06-20 20:37:37,411][utils.model][INFO] - (In epoch/Overall): (76/99)| inst_loss: 0.5507 - Mean loss: 0.6604 - acc: 0.7911 - norm: 5.17 - 3.77s
[2024-06-20 20:37:39,006][utils.model][INFO] - Evaluation Results - Val Loss: 0.3843, Val Accuracy: 0.8830 in 32 steps
[2024-06-20 20:37:43,363][utils.model][INFO] - ========================== Epoch Start ==========================
[2024-06-20 20:37:43,489][utils.model][INFO] - (In epoch/Overall): (1/100)| inst_loss: 0.1245 - Mean loss: 0.3407 - acc: 0.8750 - norm: 0.02 - 0.34s
[2024-06-20 20:37:44,157][utils.model][INFO] - (In epoch/Overall): (11/110)| inst_loss: 0.7925 - Mean loss: 0.4506 - acc: 0.8665 - norm: 0.17 - 0.20s
[2024-06-20 20:37:44,805][utils.model][INFO] - (In epoch/Overall): (21/120)| inst_loss: 1.4404 - Mean loss: 0.4493 - acc: 0.8616 - norm: 0.41 - 0.32s
[2024-06-20 20:37:45,424][utils.model][INFO] - (In epoch/Overall): (31/130)| inst_loss: 2.0597 - Mean loss: 0.4382 - acc: 0.8619 - norm: 0.68 - 0.65s
[2024-06-20 20:37:45,923][utils.model][INFO] - (In epoch/Overall): (41/140)| inst_loss: 2.5583 - Mean loss: 0.4001 - acc: 0.8758 - norm: 0.90 - 0.37s
[2024-06-20 20:37:46,439][utils.model][INFO] - (In epoch/Overall): (51/150)| inst_loss: 3.0751 - Mean loss: 0.3825 - acc: 0.8775 - norm: 1.23 - 0.40s
[2024-06-20 20:37:46,938][utils.model][INFO] - (In epoch/Overall): (61/160)| inst_loss: 3.5738 - Mean loss: 0.3760 - acc: 0.8776 - norm: 1.52 - 0.42s
[2024-06-20 20:37:47,465][utils.model][INFO] - (In epoch/Overall): (71/170)| inst_loss: 4.1010 - Mean loss: 0.3828 - acc: 0.8776 - norm: 1.93 - 0.36s
[2024-06-20 20:37:47,944][utils.model][INFO] - (In epoch/Overall): (81/180)| inst_loss: 4.5804 - Mean loss: 0.3644 - acc: 0.8839 - norm: 2.33 - 0.39s
[2024-06-20 20:37:48,414][utils.model][INFO] - (In epoch/Overall): (91/190)| inst_loss: 5.0501 - Mean loss: 0.3557 - acc: 0.8874 - norm: 2.79 - 0.26s
[2024-06-20 20:37:48,897][utils.model][INFO] - (In epoch/Overall): (101/200)| inst_loss: 5.5326 - Mean loss: 0.3511 - acc: 0.8883 - norm: 3.17 - 0.19s
[2024-06-20 20:37:49,375][utils.model][INFO] - (In epoch/Overall): (111/210)| inst_loss: 6.0111 - Mean loss: 0.3375 - acc: 0.8925 - norm: 3.62 - 0.21s
[2024-06-20 20:37:49,918][utils.model][INFO] - (In epoch/Overall): (121/220)| inst_loss: 6.5534 - Mean loss: 0.3321 - acc: 0.8931 - norm: 4.15 - 0.24s
[2024-06-20 20:37:50,387][utils.model][INFO] - (In epoch/Overall): (131/230)| inst_loss: 7.0228 - Mean loss: 0.3263 - acc: 0.8948 - norm: 4.61 - 0.22s
[2024-06-20 20:37:50,735][utils.model][INFO] - Epoch Results:
[2024-06-20 20:37:50,738][utils.model][INFO] - (In epoch/Overall): (138/237)| inst_loss: 0.2151 - Mean loss: 0.3197 - acc: 0.8976 - norm: 4.98 - 7.37s
[2024-06-20 20:37:52,284][utils.model][INFO] - Evaluation Results - Val Loss: 0.2205, Val Accuracy: 0.9365 in 32 steps
[2024-06-20 20:37:56,830][utils.model][INFO] - ========================== Epoch Start ==========================
[2024-06-20 20:37:56,997][utils.model][INFO] - (In epoch/Overall): (1/238)| inst_loss: 0.1650 - Mean loss: 0.2141 - acc: 0.9062 - norm: 0.05 - 0.21s
[2024-06-20 20:37:57,638][utils.model][INFO] - (In epoch/Overall): (11/248)| inst_loss: 0.8070 - Mean loss: 0.2167 - acc: 0.9261 - norm: 0.23 - 0.11s
[2024-06-20 20:37:58,352][utils.model][INFO] - (In epoch/Overall): (21/258)| inst_loss: 1.5209 - Mean loss: 0.2319 - acc: 0.9241 - norm: 0.44 - 0.03s
[2024-06-20 20:37:58,972][utils.model][INFO] - (In epoch/Overall): (31/268)| inst_loss: 2.1409 - Mean loss: 0.2247 - acc: 0.9264 - norm: 0.63 - 0.26s
[2024-06-20 20:37:59,451][utils.model][INFO] - (In epoch/Overall): (41/278)| inst_loss: 2.6196 - Mean loss: 0.2120 - acc: 0.9306 - norm: 0.86 - 0.05s
[2024-06-20 20:37:59,931][utils.model][INFO] - (In epoch/Overall): (51/288)| inst_loss: 3.1000 - Mean loss: 0.2150 - acc: 0.9308 - norm: 1.15 - 0.19s
[2024-06-20 20:38:00,426][utils.model][INFO] - (In epoch/Overall): (61/298)| inst_loss: 3.5950 - Mean loss: 0.2116 - acc: 0.9329 - norm: 1.40 - 0.37s
[2024-06-20 20:38:00,959][utils.model][INFO] - (In epoch/Overall): (71/308)| inst_loss: 4.1276 - Mean loss: 0.2054 - acc: 0.9349 - norm: 1.63 - 0.10s
[2024-06-20 20:38:01,451][utils.model][INFO] - (In epoch/Overall): (81/318)| inst_loss: 4.6201 - Mean loss: 0.2040 - acc: 0.9363 - norm: 1.88 - 0.21s
[2024-06-20 20:38:01,947][utils.model][INFO] - (In epoch/Overall): (91/328)| inst_loss: 5.1155 - Mean loss: 0.2041 - acc: 0.9365 - norm: 2.21 - 0.07s
[2024-06-20 20:38:02,440][utils.model][INFO] - (In epoch/Overall): (101/338)| inst_loss: 5.6089 - Mean loss: 0.2026 - acc: 0.9372 - norm: 2.55 - 0.19s
[2024-06-20 20:38:02,918][utils.model][INFO] - (In epoch/Overall): (111/348)| inst_loss: 6.0871 - Mean loss: 0.1963 - acc: 0.9392 - norm: 2.70 - 0.11s
[2024-06-20 20:38:03,418][utils.model][INFO] - (In epoch/Overall): (121/358)| inst_loss: 6.5866 - Mean loss: 0.1990 - acc: 0.9378 - norm: 3.13 - 0.13s
[2024-06-20 20:38:03,902][utils.model][INFO] - (In epoch/Overall): (131/368)| inst_loss: 7.0700 - Mean loss: 0.1945 - acc: 0.9392 - norm: 3.48 - 0.16s
[2024-06-20 20:38:04,372][utils.model][INFO] - (In epoch/Overall): (141/378)| inst_loss: 7.5406 - Mean loss: 0.1918 - acc: 0.9402 - norm: 3.87 - 0.17s
[2024-06-20 20:38:04,856][utils.model][INFO] - (In epoch/Overall): (151/388)| inst_loss: 8.0250 - Mean loss: 0.1895 - acc: 0.9406 - norm: 4.22 - 0.25s
[2024-06-20 20:38:05,354][utils.model][INFO] - (In epoch/Overall): (161/398)| inst_loss: 8.5219 - Mean loss: 0.1902 - acc: 0.9414 - norm: 4.55 - 0.37s
[2024-06-20 20:38:05,863][utils.model][INFO] - (In epoch/Overall): (171/408)| inst_loss: 9.0317 - Mean loss: 0.1883 - acc: 0.9423 - norm: 4.97 - 0.13s
[2024-06-20 20:38:06,200][utils.model][INFO] - Epoch Results:
[2024-06-20 20:38:06,203][utils.model][INFO] - (In epoch/Overall): (177/414)| inst_loss: 0.3117 - Mean loss: 0.1870 - acc: 0.9423 - norm: 5.31 - 9.37s
[2024-06-20 20:38:07,797][utils.model][INFO] - Evaluation Results - Val Loss: 0.1481, Val Accuracy: 0.9585 in 32 steps
[2024-06-20 20:38:12,336][utils.model][INFO] - ========================== Epoch Start ==========================
[2024-06-20 20:38:12,487][utils.model][INFO] - (In epoch/Overall): (1/415)| inst_loss: 0.1485 - Mean loss: 0.0538 - acc: 0.9688 - norm: 0.01 - 0.05s
[2024-06-20 20:38:12,964][utils.model][INFO] - (In epoch/Overall): (11/425)| inst_loss: 0.6270 - Mean loss: 0.1531 - acc: 0.9574 - norm: 0.22 - 0.03s
[2024-06-20 20:38:13,441][utils.model][INFO] - (In epoch/Overall): (21/435)| inst_loss: 1.1037 - Mean loss: 0.1194 - acc: 0.9688 - norm: 0.35 - 0.03s
[2024-06-20 20:38:13,919][utils.model][INFO] - (In epoch/Overall): (31/445)| inst_loss: 1.5814 - Mean loss: 0.1323 - acc: 0.9617 - norm: 0.60 - 0.11s
[2024-06-20 20:38:14,441][utils.model][INFO] - (In epoch/Overall): (41/455)| inst_loss: 2.1026 - Mean loss: 0.1356 - acc: 0.9596 - norm: 0.77 - 0.03s
[2024-06-20 20:38:14,934][utils.model][INFO] - (In epoch/Overall): (51/465)| inst_loss: 2.5949 - Mean loss: 0.1361 - acc: 0.9602 - norm: 1.00 - 0.19s
[2024-06-20 20:38:15,521][utils.model][INFO] - (In epoch/Overall): (61/475)| inst_loss: 3.1824 - Mean loss: 0.1314 - acc: 0.9585 - norm: 1.13 - 0.06s
[2024-06-20 20:38:16,137][utils.model][INFO] - (In epoch/Overall): (71/485)| inst_loss: 3.7984 - Mean loss: 0.1300 - acc: 0.9595 - norm: 1.32 - 0.27s
[2024-06-20 20:38:16,751][utils.model][INFO] - (In epoch/Overall): (81/495)| inst_loss: 4.4134 - Mean loss: 0.1370 - acc: 0.9595 - norm: 1.55 - 0.05s
[2024-06-20 20:38:17,244][utils.model][INFO] - (In epoch/Overall): (91/505)| inst_loss: 4.9065 - Mean loss: 0.1358 - acc: 0.9609 - norm: 1.79 - 0.18s
[2024-06-20 20:38:17,723][utils.model][INFO] - (In epoch/Overall): (101/515)| inst_loss: 5.3853 - Mean loss: 0.1379 - acc: 0.9604 - norm: 1.95 - 0.11s
[2024-06-20 20:38:18,189][utils.model][INFO] - (In epoch/Overall): (111/525)| inst_loss: 5.8517 - Mean loss: 0.1413 - acc: 0.9597 - norm: 2.24 - 0.39s
[2024-06-20 20:38:18,695][utils.model][INFO] - (In epoch/Overall): (121/535)| inst_loss: 6.3573 - Mean loss: 0.1362 - acc: 0.9613 - norm: 2.34 - 0.02s
[2024-06-20 20:38:19,217][utils.model][INFO] - (In epoch/Overall): (131/545)| inst_loss: 6.8793 - Mean loss: 0.1322 - acc: 0.9625 - norm: 2.55 - 0.06s
[2024-06-20 20:38:19,678][utils.model][INFO] - (In epoch/Overall): (141/555)| inst_loss: 7.3401 - Mean loss: 0.1282 - acc: 0.9637 - norm: 2.90 - 0.06s
[2024-06-20 20:38:20,157][utils.model][INFO] - (In epoch/Overall): (151/565)| inst_loss: 7.8194 - Mean loss: 0.1273 - acc: 0.9644 - norm: 3.14 - 0.13s
[2024-06-20 20:38:20,648][utils.model][INFO] - (In epoch/Overall): (161/575)| inst_loss: 8.3107 - Mean loss: 0.1247 - acc: 0.9653 - norm: 3.37 - 0.04s
[2024-06-20 20:38:21,191][utils.model][INFO] - (In epoch/Overall): (171/585)| inst_loss: 8.8532 - Mean loss: 0.1258 - acc: 0.9636 - norm: 3.66 - 0.05s
[2024-06-20 20:38:21,683][utils.model][INFO] - (In epoch/Overall): (181/595)| inst_loss: 9.3457 - Mean loss: 0.1259 - acc: 0.9631 - norm: 3.88 - 0.25s
[2024-06-20 20:38:22,158][utils.model][INFO] - (In epoch/Overall): (191/605)| inst_loss: 9.8204 - Mean loss: 0.1258 - acc: 0.9620 - norm: 4.13 - 0.24s
[2024-06-20 20:38:22,630][utils.model][INFO] - (In epoch/Overall): (201/615)| inst_loss: 10.2918 - Mean loss: 0.1242 - acc: 0.9622 - norm: 4.33 - 0.02s
[2024-06-20 20:38:23,116][utils.model][INFO] - (In epoch/Overall): (211/625)| inst_loss: 10.7788 - Mean loss: 0.1212 - acc: 0.9636 - norm: 4.55 - 0.33s
[2024-06-20 20:38:23,484][utils.model][INFO] - Epoch Results:
[2024-06-20 20:38:23,488][utils.model][INFO] - (In epoch/Overall): (218/632)| inst_loss: 0.2007 - Mean loss: 0.1233 - acc: 0.9630 - norm: 4.89 - 11.15s
[2024-06-20 20:38:25,239][utils.model][INFO] - Evaluation Results - Val Loss: 0.1054, Val Accuracy: 0.9705 in 32 steps
[2024-06-20 20:38:25,515][flwr][DEBUG] - gRPC channel closed
[2024-06-20 20:38:25,515][flwr][INFO] - Disconnect and shut down
