[2024-06-22 12:33:44,928][utils.model][INFO] - LeNet model built
[2024-06-22 12:33:45,036][utils.model][INFO] - LeNet model built
[2024-06-22 12:33:45,324][utils.model][INFO] - Size of serialized model: 279.0341796875 kbytes
[2024-06-22 12:33:45,337][flwr][INFO] - Opened insecure gRPC connection (no certificates were passed)
[2024-06-22 12:33:45,340][flwr][DEBUG] - ChannelConnectivity.IDLE
[2024-06-22 12:33:45,342][flwr][DEBUG] - gRPC channel closed
[2024-06-22 12:33:45,398][utils.model][INFO] - Size of serialized model: 279.0341796875 kbytes
[2024-06-22 12:33:45,420][flwr][INFO] - Opened insecure gRPC connection (no certificates were passed)
[2024-06-22 12:33:45,423][flwr][DEBUG] - ChannelConnectivity.IDLE
[2024-06-22 12:33:45,425][flwr][DEBUG] - ChannelConnectivity.CONNECTING
[2024-06-22 12:33:45,630][flwr][DEBUG] - gRPC channel closed
