[2024-06-22 14:12:58,700][utils.model][INFO] - LeNet model built
[2024-06-22 14:12:59,138][utils.model][INFO] - LeNet model built
[2024-06-22 14:12:59,247][utils.model][INFO] - Size of serialized model: 279.0341796875 kbytes
[2024-06-22 14:12:59,280][flwr][INFO] - Opened insecure gRPC connection (no certificates were passed)
[2024-06-22 14:12:59,284][flwr][DEBUG] - ChannelConnectivity.IDLE
[2024-06-22 14:12:59,286][flwr][DEBUG] - ChannelConnectivity.TRANSIENT_FAILURE
[2024-06-22 14:12:59,410][utils.model][INFO] - LeNet model built
[2024-06-22 14:12:59,489][flwr][DEBUG] - gRPC channel closed
[2024-06-22 14:12:59,698][utils.model][INFO] - Size of serialized model: 279.0341796875 kbytes
[2024-06-22 14:12:59,714][flwr][INFO] - Opened insecure gRPC connection (no certificates were passed)
[2024-06-22 14:12:59,717][flwr][DEBUG] - ChannelConnectivity.IDLE
[2024-06-22 14:12:59,719][flwr][DEBUG] - ChannelConnectivity.CONNECTING
[2024-06-22 14:12:59,722][flwr][DEBUG] - gRPC channel closed
[2024-06-22 14:12:59,877][utils.model][INFO] - Size of serialized model: 279.0341796875 kbytes
[2024-06-22 14:12:59,894][flwr][INFO] - Opened insecure gRPC connection (no certificates were passed)
[2024-06-22 14:12:59,897][flwr][DEBUG] - ChannelConnectivity.IDLE
[2024-06-22 14:12:59,898][flwr][DEBUG] - ChannelConnectivity.CONNECTING
[2024-06-22 14:13:00,101][flwr][DEBUG] - gRPC channel closed
