[2024-06-21 19:55:23,914][utils.model][INFO] - LeNet model built
[2024-06-21 19:55:24,109][utils.model][INFO] - LeNet model built
[2024-06-21 19:55:25,620][utils.model][INFO] - Size of serialized model: 279.0341796875 kbytes
[2024-06-21 19:55:25,635][flwr][INFO] - Opened insecure gRPC connection (no certificates were passed)
[2024-06-21 19:55:25,637][flwr][DEBUG] - ChannelConnectivity.IDLE
[2024-06-21 19:55:25,640][flwr][DEBUG] - ChannelConnectivity.CONNECTING
[2024-06-21 19:55:25,641][flwr][DEBUG] - ChannelConnectivity.TRANSIENT_FAILURE
[2024-06-21 19:55:25,656][utils.model][INFO] - Size of serialized model: 279.0341796875 kbytes
[2024-06-21 19:55:25,676][flwr][INFO] - Opened insecure gRPC connection (no certificates were passed)
[2024-06-21 19:55:25,681][flwr][DEBUG] - ChannelConnectivity.IDLE
[2024-06-21 19:55:25,682][flwr][DEBUG] - ChannelConnectivity.CONNECTING
[2024-06-21 19:55:25,682][flwr][DEBUG] - ChannelConnectivity.TRANSIENT_FAILURE
[2024-06-21 19:55:25,843][flwr][DEBUG] - gRPC channel closed
[2024-06-21 19:55:25,884][flwr][DEBUG] - gRPC channel closed
