[2024-06-21 20:54:24,857][utils.model][INFO] - LeNet model built
[2024-06-21 20:54:25,114][utils.model][INFO] - LeNet model built
[2024-06-21 20:54:25,287][utils.model][INFO] - LeNet model built
[2024-06-21 20:54:25,289][utils.model][INFO] - Size of serialized model: 279.0341796875 kbytes
[2024-06-21 20:54:25,298][flwr][INFO] - Opened insecure gRPC connection (no certificates were passed)
[2024-06-21 20:54:25,300][flwr][DEBUG] - ChannelConnectivity.IDLE
[2024-06-21 20:54:25,301][flwr][DEBUG] - ChannelConnectivity.CONNECTING
[2024-06-21 20:54:25,436][utils.model][INFO] - Size of serialized model: 279.0341796875 kbytes
[2024-06-21 20:54:25,446][flwr][INFO] - Opened insecure gRPC connection (no certificates were passed)
[2024-06-21 20:54:25,458][flwr][DEBUG] - ChannelConnectivity.IDLE
[2024-06-21 20:54:25,505][flwr][DEBUG] - gRPC channel closed
[2024-06-21 20:54:25,545][utils.model][INFO] - Size of serialized model: 279.0341796875 kbytes
[2024-06-21 20:54:25,556][flwr][INFO] - Opened insecure gRPC connection (no certificates were passed)
[2024-06-21 20:54:25,557][flwr][DEBUG] - ChannelConnectivity.IDLE
[2024-06-21 20:54:25,560][flwr][DEBUG] - ChannelConnectivity.CONNECTING
[2024-06-21 20:54:25,661][flwr][DEBUG] - gRPC channel closed
[2024-06-21 20:54:25,765][flwr][DEBUG] - gRPC channel closed
